Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
11584097430,"Jun 5, 2024, 11:16:14 PM",Nike Run Club: Thursday Morning Run,Run,"",2233,6.05,,,false,,Asics Gel Galaxy 8B,activities/12363506238.fit.gz,,,2233.0,2179.0,6050.52978515625,7.466015815734863,2.7767460346221924,4.699999809265137,4.800000190734863,2.0999999046325684,6.900000095367432,7.142780303955078,0.0,,,204.0,74.19271087646484,,,,,473.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6060.2998046875,1717628416.0,3.0,26.139999389648438,30.309999465942383,25.170000076293945,0.9399999976158142,1006.8499755859375,4.079999923706055,7.920000076293945,221.0,1.5,1717632768.0,1717678976.0,0.875,,17943692.0,0.9100000262260437,5.0,0.9800000190734863,16022.0,0.0,,,,,0.0,2.709596872329712,0.0,,,,5546.0,,,,,2.7812299728393555,,,""
11592075256,"Jun 6, 2024, 11:21:11 PM",Nike Run Club: Friday Morning Run,Run,"",2337,6.05,,,false,,Asics Gel Galaxy 8B,activities/12371677402.fit.gz,,,2337.0,2305.0,6058.759765625,5.402001857757568,2.6285290718078613,4.699999809265137,4.699999809265137,2.200000047683716,6.900000095367432,4.508580207824707,0.0,,,248.0,77.19570922851562,,,,,471.0,,,,,,,,,1.0,,,,,0.0,5.0,0.0,,1.0,6063.10009765625,1717714816.0,3.0,26.049999237060547,30.149999618530273,25.079999923706055,0.9399999976158142,1005.6699829101562,3.2699999809265137,6.440000057220459,222.0,0.10999999940395355,1717719168.0,1717765504.0,0.0,,17943692.0,0.9100000262260437,5.0,0.9599999785423279,15047.0,0.0,,,,,0.0,2.5925374031066895,0.0,,,,5992.0,,,,,2.6304121017456055,,,""
11599439019,"Jun 7, 2024, 11:34:08 PM",Nike Run Club: Saturday Morning Run.  Finally ran 10 k in an hour nonstoping,Run,"",4481,12.20,,,false,,Kalenji JogFlow 500,activities/12379256641.fit.gz,,,4481.0,4413.0,12207.6396484375,6.918066501617432,2.7662904262542725,5.360101222991943,5.360101222991943,2.200000047683716,5.099999904632568,8.658246994018555,0.0008191591477952898,,,155.0,78.83959197998047,,,,,957.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12217.2998046875,1717801216.0,3.0,25.68000030517578,29.260000228881836,24.209999084472656,0.9200000166893005,1005.3699951171875,3.759999990463257,7.989999771118164,206.0,0.0,1717805568.0,1717851904.0,0.125,,17921012.0,0.6499999761581421,5.0,0.9399999976158142,17299.0,0.0,,,,,0.0,2.724311351776123,0.0,,,,11838.0,,,,,2.768479585647583,,,media/bc43171e-de7b-40ac-8cd6-42ad250a0f9f.jpg|media/648a5723-892d-4279-b975-39076e4db6bc.jpg
11607703548,"Jun 8, 2024, 11:37:14 PM",Nike Run Club: Sunday Morning Run warm down in elevation,Run,"",5368,12.09,,,false,,Campus Maxico,activities/12387784204.fit.gz,,,5368.0,5236.0,12090.0595703125,5.866015434265137,2.309026002883911,108.12065124511719,108.12065124511719,2.0999999046325684,20.100000381469727,40.79681396484375,-0.0008271257975138724,,,242.0,75.2315444946289,,,,,895.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12278.0,1717887616.0,3.0,26.479999542236328,30.15999984741211,24.18000030517578,0.8700000047683716,1004.5800170898438,3.9000000953674316,6.989999771118164,215.0,0.009999999776482582,1717891968.0,1717938304.0,0.125,,17998512.0,0.5099999904632568,5.0,0.9599999785423279,20940.0,0.0,,,,,0.0,2.252246618270874,16.100000381469727,,,,13496.0,,,,,2.3449196815490723,,,""
11623036136,"Jun 11, 2024, 12:03:23 AM",Morning Run,Run,"",158,0.20,,,false,,,activities/12403593208.tcx.gz,,,158.0,155.0,199.9682159423828,1.4925010204315186,1.2901175022125244,0.0,0.0,97.69999694824219,98.30000305175781,0.0,-0.30004769563674927,,,40.0,25.278911590576172,,,,,12.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,199.1999969482422,1718064000.0,3.0,25.139999389648438,27.799999237060547,22.399999618530273,0.8500000238418579,1007.3099975585938,1.9700000286102295,3.049999952316284,209.0,0.0,1718065664.0,1718111360.0,0.125,,,0.36000001430511475,5.0,0.6700000166893005,22218.0,0.0,,,,,0.0,1.265621542930603,0.0,,,,,,,,,1.2851612567901611,,,""
11639711719,"Jun 13, 2024, 1:00:04 AM",Morning Run,Run,"",999,1.32,,,false,,,activities/12420710434.tcx.gz,,,999.0,944.0,1328.503173828125,4.407142162322998,1.4073126316070557,0.0,2.700000047683716,3.5,6.199999809265137,1.017046570777893,-0.13549083471298218,,,90.0,50.64680480957031,,,,,85.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1326.5999755859375,1718240384.0,3.0,27.549999237060547,30.950000762939453,23.3700008392334,0.7799999713897705,1007.3699951171875,3.1700000762939453,6.260000228881836,254.0,0.0,1718237568.0,1718283904.0,0.125,,,0.5099999904632568,5.0,0.8999999761581421,21763.0,0.0,,,,,0.0,1.3298330307006836,784.0999755859375,,,,,,,,,1.4052965641021729,,,""
11647408479,"Jun 14, 2024, 12:49:13 AM",Nike Run Club: Friday Morning Run,Run,"",2084,5.08,,,false,,Campus Maxico,activities/12428609619.fit.gz,,,2084.0,2074.0,5085.31005859375,6.834008693695068,2.4519333839416504,5.0428571701049805,6.0428571701049805,3.200000047683716,9.300000190734863,4.195789813995361,-0.001966448500752449,,,186.0,75.59098052978516,,,,,385.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5092.5,1718323200.0,3.0,26.200000762939453,29.200000762939453,22.8799991607666,0.8199999928474426,1005.27001953125,3.0799999237060547,5.46999979019165,252.0,0.0,1718323968.0,1718370432.0,0.25,,17998512.0,0.6299999952316284,5.0,0.8299999833106995,20999.0,0.0,,,,,0.0,2.4401679039001465,3640.300048828125,,,,5268.0,,,,,2.455400228500366,,,""
11653958276,"Jun 15, 2024, 12:11:01 AM",Morning Walk,Walk,,733,1.07,,,false,,Campus Maxico,activities/11653958276.gpx,,,733.0,733.0,1072.8199462890625,13.199999809265137,1.4636015892028809,0.0,0.0,2.200000047683716,2.5999999046325684,1.6339882612228394,-0.027963686734437943,,,60.0,51.664947509765625,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1718409600.0,3.0,27.420000076293945,31.6200008392334,24.8700008392334,0.8600000143051147,1004.780029296875,2.8399999141693115,4.739999771118164,239.0,0.0,1718410368.0,1718456832.0,0.25,,17998512.0,0.30000001192092896,5.0,0.7400000095367432,18830.0,0.0,,,,,0.0,1.4636015892028809,0.0,,,,1244.0,,,,,,,,""
11654192720,"Jun 15, 2024, 12:25:20 AM",Nike Run Club: Saturday Morning Run,Run,"",2265,5.03,,,false,,Campus Maxico,activities/12435605265.fit.gz,,,2265.0,2187.0,5035.919921875,4.02001953125,2.302661180496216,7.422727108001709,6.599999904632568,2.299999952316284,9.800000190734863,5.687210559844971,0.04765762761235237,,,241.0,75.33721160888672,,,,,373.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5047.2001953125,1718409600.0,3.0,27.420000076293945,31.6200008392334,24.8700008392334,0.8600000143051147,1004.780029296875,2.8399999141693115,4.739999771118164,239.0,0.0,1718410368.0,1718456832.0,0.25,,17998512.0,0.30000001192092896,5.0,0.7400000095367432,18830.0,0.0,,,,,0.0,2.2233641147613525,1385.199951171875,,,,5706.0,,,,,2.30781888961792,,,media/8867da70-edca-4a78-afbc-2393fdbd6401.mp4
11661709800,"Jun 15, 2024, 11:48:46 PM",Nike Run Club: Sunday Morning Run,Run,"",1798,5.01,,,false,,Asics Gel Galaxy 8B,activities/12443371361.fit.gz,,,1798.0,1789.0,5013.58984375,4.7900390625,2.8024537563323975,0.0,0.0,2.200000047683716,3.200000047683716,1.0940755605697632,0.005983736366033554,,,251.0,79.4115219116211,,,,,396.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5015.2998046875,1718492416.0,3.0,27.6200008392334,32.34000015258789,25.68000030517578,0.8899999856948853,1004.530029296875,3.2799999713897705,5.800000190734863,219.0,0.03999999910593033,1718496768.0,1718543232.0,0.375,,17943692.0,0.33000001311302185,5.0,0.6899999976158142,18808.0,0.0,,,,,0.0,2.788425922393799,0.0,,,,4744.0,,,,,2.8034098148345947,,,""
